,Prompt,combined,Skor Label
283,butuh mentor untuk belajar blockchain di padang dengan tutor yang bisa mengajar secara praktis,"jenis kelamin : perempuan provinsi : sumatera barat kabupaten/kota : padang interest : blockchain bahasa : indonesia kriteria : mengajar blockchain dengan fokus pada aplikasi praktis , berpengalaman 4 tahun di proyek .",4.5
284,saya mencari instructor untuk meningkatkan kemampuan komunikasi di jakarta dengan pendekatan interaktif,"jenis kelamin : perempuan provinsi : dki jakarta kabupaten/kota : jakarta selatan interest : komunikasi efektif bahasa : indonesia kriteria : mengajar komunikasi efektif dengan metode interaktif , pengalaman 7 tahun sebagai trainer komunikasi .",4.5
285,ingin belajar kepemimpinan di bandung dengan mentor yang berpengalaman dan inspiratif,"jenis kelamin : laki-laki provinsi : jawa barat kabupaten/kota : bandung interest : kepemimpinan bahasa : indonesia kriteria : berpengalaman mengajar kepemimpinan selama 10 tahun , fokus pada pengembangan pemimpin yang inspiratif .",4.8
286,mencari instructor untuk meningkatkan kemampuan public speaking di surabaya dengan cara yang menyenangkan,"jenis kelamin : perempuan provinsi : jawa timur kabupaten/kota : surabaya interest : public speaking bahasa : indonesia kriteria : mengajar public speaking dengan pendekatan menyenangkan , berpengalaman sebagai pembicara publik selama 5 tahun .",4.2
287,butuh instructor untuk meningkatkan kemampuan negosiasi di yogyakarta yang praktis dan aplikatif,"jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : negosiasi bahasa : indonesia kriteria : mengajar negosiasi dengan fokus pada aplikasi praktis , pengalaman 8 tahun dalam bidang bisnis dan negosiasi .",4.6
288,saya mencari instructor untuk meningkatkan keterampilan manajemen waktu di medan dengan pendekatan yang langsung ke praktek,"jenis kelamin : perempuan provinsi : sumatera utara kabupaten/kota : medan interest : manajemen waktu bahasa : inggris kriteria : mengajar manajemen waktu dengan pendekatan praktis , pengalaman 9 tahun sebagai konsultan produktivitas .",4.7
289,ingin belajar teamwork di semarang dengan instructor yang ramah dan berpengalaman,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : semarang interest : teamwork bahasa : indonesia kriteria : berpengalaman mengajar teamwork selama 6 tahun , fokus pada kolaborasi tim dan dinamika kelompok .",4.4
290,mencari instructor untuk belajar problem solving di makassar yang kreatif dan inovatif,"jenis kelamin : perempuan provinsi : sulawesi selatan kabupaten/kota : makassar interest : problem solving bahasa : indonesia kriteria : mengajar problem solving dengan pendekatan kreatif , pengalaman 7 tahun di berbagai industri .",4.3
291,ingin belajar critical thinking di denpasar dengan pendekatan visual dan interaktif,"jenis kelamin : laki-laki provinsi : bali kabupaten/kota : denpasar interest : critical thinking bahasa : inggris kriteria : mengajar critical thinking dengan metode visual dan interaktif , pengalaman 8 tahun sebagai trainer .",4.8
292,mencari instructor untuk belajar keterampilan interpersonal di balikpapan yang aplikatif,"jenis kelamin : perempuan provinsi : kalimantan timur kabupaten/kota : balikpapan interest : interpersonal skills bahasa : indonesia kriteria : mengajar keterampilan interpersonal dengan aplikasi praktis , pengalaman 6 tahun dalam pengembangan personal .",4.5
293,saya ingin belajar keterampilan adaptasi di palembang dengan instructor yang bisa memberikan studi kasus,"jenis kelamin : laki-laki provinsi : sumatera selatan kabupaten/kota : palembang interest : adaptability bahasa : indonesia kriteria : mengajar keterampilan adaptasi dengan pendekatan studi kasus , berpengalaman 5 tahun dalam berbagai proyek .",4.1
294,butuh instructor untuk belajar keterampilan presentasi di banjarmasin yang berpengalaman dan praktis,"jenis kelamin : perempuan provinsi : kalimantan selatan kabupaten/kota : banjarmasin interest : presentation skills bahasa : inggris kriteria : mengajar keterampilan presentasi dengan fokus praktis , pengalaman 9 tahun sebagai presenter profesional .",4.9
295,ingin belajar keterampilan pengambilan keputusan di malang dengan instructor yang memiliki pengalaman luas,"jenis kelamin : laki-laki provinsi : jawa timur kabupaten/kota : malang interest : decision making bahasa : indonesia kriteria : mengajar keterampilan pengambilan keputusan dengan pengalaman 7 tahun , fokus pada manajemen risiko .",4.6
296,saya mencari instructor untuk belajar keterampilan networking di depok dengan pendekatan praktis dan aplikatif,"jenis kelamin : perempuan provinsi : jawa barat kabupaten/kota : depok interest : networking bahasa : indonesia kriteria : mengajar keterampilan networking dengan aplikasi praktis , pengalaman 5 tahun sebagai profesional bisnis .",4.2
297,mencari instructor untuk belajar kreativitas di bekasi yang bisa memberikan banyak contoh praktis,"jenis kelamin : laki-laki provinsi : jawa barat kabupaten/kota : bekasi interest : creativity bahasa : inggris kriteria : mengajar kreativitas dengan banyak contoh praktis , berpengalaman 8 tahun dalam industri kreatif .",4.7
298,ingin belajar keterampilan pengembangan diri di solo dengan instructor yang inspiratif,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : surakarta interest : personal development bahasa : indonesia kriteria : mengajar pengembangan diri dengan pengalaman 6 tahun , fokus pada motivasi dan pengembangan diri .",4.5
299,mencari instructor untuk belajar keterampilan manajemen konflik di tangerang yang berpengalaman,"jenis kelamin : laki-laki provinsi : banten kabupaten/kota : tangerang interest : conflict management bahasa : indonesia kriteria : mengajar manajemen konflik dengan pengalaman 6 tahun , fokus pada resolusi konflik dan negosiasi .",4.3
300,saya mencari konsultan untuk meningkatkan strategi pemasaran di jakarta dengan pendekatan data-driven,"jenis kelamin : laki-laki provinsi : dki jakarta kabupaten/kota : jakarta selatan interest : strategi pemasaran bahasa : indonesia kriteria : memiliki pengalaman 15 tahun dalam strategi pemasaran dengan pendekatan berbasis data , pernah bekerja dengan perusahaan fortune 500 .",4.9
301,butuh konsultan untuk transformasi digital di surabaya dengan pendekatan inovatif dan praktis,"jenis kelamin : perempuan provinsi : jawa timur kabupaten/kota : surabaya interest : transformasi digital bahasa : inggris kriteria : berpengalaman dalam transformasi digital selama 10 tahun , telah membantu berbagai perusahaan beralih ke teknologi baru .",4.8
302,ingin meningkatkan efisiensi operasional di bandung dengan konsultan yang berpengalaman,"jenis kelamin : laki-laki provinsi : jawa barat kabupaten/kota : bandung interest : efisiensi operasional bahasa : indonesia kriteria : memiliki pengalaman 12 tahun dalam meningkatkan efisiensi operasional , fokus pada lean manufacturing dan six sigma .",4.7
303,mencari konsultan untuk manajemen risiko di yogyakarta dengan pendekatan holistik,"jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : manajemen risiko bahasa : indonesia kriteria : berpengalaman dalam manajemen risiko selama 8 tahun , menguasai pendekatan holistik untuk identifikasi dan mitigasi risiko .",4.6
304,butuh konsultan untuk analisis keuangan di medan yang dapat memberikan wawasan mendalam,"jenis kelamin : laki-laki provinsi : sumatera utara kabupaten/kota : medan interest : analisis keuangan bahasa : inggris kriteria : mengajar analisis keuangan dengan pendekatan mendalam , pengalaman 10 tahun sebagai analis keuangan di berbagai perusahaan .",4.9
305,ingin meningkatkan inovasi produk di semarang dengan konsultan yang kreatif,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : semarang interest : inovasi produk bahasa : indonesia kriteria : berpengalaman dalam inovasi produk selama 7 tahun , fokus pada pengembangan produk baru yang kreatif dan berkelanjutan .",4.8
306,mencari konsultan untuk meningkatkan kepemimpinan di makassar dengan pendekatan transformasional,"jenis kelamin : laki-laki provinsi : sulawesi selatan kabupaten/kota : makassar interest : kepemimpinan bahasa : indonesia kriteria : memiliki pengalaman 10 tahun dalam pengembangan kepemimpinan , fokus pada pendekatan transformasional untuk pemimpin masa depan .",4.7
307,butuh konsultan untuk strategi pengembangan sdm di bali dengan pendekatan adaptif,"jenis kelamin : perempuan provinsi : bali kabupaten/kota : denpasar interest : pengembangan sdm bahasa : inggris kriteria : berpengalaman dalam pengembangan sdm selama 8 tahun , menggunakan pendekatan adaptif untuk meningkatkan kinerja karyawan .",4.6
308,ingin belajar manajemen perubahan di balikpapan dengan konsultan yang ahli dan berpengalaman,"jenis kelamin : laki-laki provinsi : kalimantan timur kabupaten/kota : balikpapan interest : manajemen perubahan bahasa : indonesia kriteria : memiliki pengalaman 15 tahun dalam manajemen perubahan , ahli dalam membantu organisasi beradaptasi dengan perubahan besar .",4.9
309,saya ingin belajar manajemen proyek di palembang dengan konsultan yang dapat memberikan studi kasus,"jenis kelamin : perempuan provinsi : sumatera selatan kabupaten/kota : palembang interest : manajemen proyek bahasa : indonesia kriteria : mengajar manajemen proyek dengan pendekatan studi kasus , berpengalaman 10 tahun dalam berbagai proyek skala besar .",4.8
310,butuh konsultan untuk strategi keberlanjutan di banjarmasin dengan pendekatan yang praktis,"jenis kelamin : laki-laki provinsi : kalimantan selatan kabupaten/kota : banjarmasin interest : keberlanjutan bahasa : inggris kriteria : memiliki pengalaman 7 tahun dalam strategi keberlanjutan , fokus pada penerapan praktis untuk industri dan bisnis .",4.6
311,ingin meningkatkan keterampilan manajemen waktu di malang dengan konsultan yang praktis,"jenis kelamin : perempuan provinsi : jawa timur kabupaten/kota : malang interest : manajemen waktu bahasa : indonesia kriteria : berpengalaman dalam manajemen waktu selama 9 tahun , fokus pada teknik praktis untuk meningkatkan produktivitas .",4.7
312,mencari konsultan untuk analisis pasar di depok dengan pendekatan berbasis riset,"jenis kelamin : laki-laki provinsi : jawa barat kabupaten/kota : depok interest : analisis pasar bahasa : inggris kriteria : berpengalaman dalam analisis pasar selama 12 tahun , menggunakan pendekatan berbasis riset untuk keputusan strategis .",4.8
313,ingin belajar pengembangan strategi bisnis di bekasi dengan konsultan yang kreatif,"jenis kelamin : perempuan provinsi : jawa barat kabupaten/kota : bekasi interest : strategi bisnis bahasa : indonesia kriteria : mengajar pengembangan strategi bisnis dengan pendekatan kreatif , berpengalaman 10 tahun sebagai konsultan bisnis .",4.7
314,butuh konsultan untuk meningkatkan kinerja tim di solo dengan pendekatan kolaboratif,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : surakarta interest : pengembangan tim bahasa : indonesia kriteria : memiliki pengalaman 8 tahun dalam pengembangan tim , fokus pada pendekatan kolaboratif untuk meningkatkan kinerja .",4.6
315,mencari konsultan untuk optimasi supply chain di tangerang yang berpengalaman,"jenis kelamin : perempuan provinsi : banten kabupaten/kota : tangerang interest : supply chain management bahasa : inggris kriteria : berpengalaman 15 tahun dalam optimasi supply chain , fokus pada efisiensi dan pengurangan biaya .",4.9
316,saya mencari pengajar bahasa inggris di jakarta dengan metode interaktif,"jenis kelamin : perempuan provinsi : dki jakarta kabupaten/kota : jakarta selatan interest : bahasa inggris bahasa : indonesia kriteria : mengajar bahasa inggris dengan metode interaktif , pengalaman 7 tahun sebagai pengajar bahasa .",4.5
317,ingin belajar bahasa jepang di bandung dengan pengajar yang berpengalaman dan kreatif,"jenis kelamin : laki-laki provinsi : jawa barat kabupaten/kota : bandung interest : bahasa jepang bahasa : indonesia kriteria : berpengalaman mengajar bahasa jepang selama 10 tahun , fokus pada metode kreatif dan praktis .",4.8
318,mencari pengajar bahasa korea di surabaya dengan pendekatan yang menyenangkan,"jenis kelamin : perempuan provinsi : jawa timur kabupaten/kota : surabaya interest : bahasa korea bahasa : indonesia kriteria : mengajar bahasa korea dengan pendekatan menyenangkan , berpengalaman sebagai pengajar selama 5 tahun .",4.2
319,butuh pengajar bahasa prancis di yogyakarta yang praktis dan aplikatif,"jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : bahasa prancis bahasa : indonesia kriteria : mengajar bahasa prancis dengan fokus pada aplikasi praktis , pengalaman 8 tahun di bidang pengajaran bahasa .",4.6
320,saya mencari pengajar bahasa mandarin di medan dengan pendekatan yang langsung ke praktek,"jenis kelamin : perempuan provinsi : sumatera utara kabupaten/kota : medan interest : bahasa mandarin bahasa : inggris kriteria : mengajar bahasa mandarin dengan pendekatan praktis , pengalaman 9 tahun sebagai pengajar bahasa .",4.7
321,ingin belajar bahasa spanyol di semarang dengan pengajar yang ramah dan berpengalaman,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : semarang interest : bahasa spanyol bahasa : indonesia kriteria : berpengalaman mengajar bahasa spanyol selama 6 tahun , fokus pada komunikasi dan budaya .",4.4
322,mencari pengajar bahasa jerman di makassar yang kreatif dan inovatif,"jenis kelamin : perempuan provinsi : sulawesi selatan kabupaten/kota : makassar interest : bahasa jerman bahasa : indonesia kriteria : mengajar bahasa jerman dengan pendekatan kreatif , pengalaman 7 tahun di berbagai institusi pendidikan .",4.3
323,ingin belajar bahasa italia di denpasar dengan pendekatan visual dan interaktif,"jenis kelamin : laki-laki provinsi : bali kabupaten/kota : denpasar interest : bahasa italia bahasa : inggris kriteria : mengajar bahasa italia dengan metode visual dan interaktif , pengalaman 8 tahun sebagai pengajar bahasa .",4.8
324,mencari pengajar bahasa rusia di balikpapan yang aplikatif,"jenis kelamin : perempuan provinsi : kalimantan timur kabupaten/kota : balikpapan interest : bahasa rusia bahasa : indonesia kriteria : mengajar bahasa rusia dengan aplikasi praktis , pengalaman 6 tahun dalam pengajaran bahasa .",4.5
325,saya ingin belajar bahasa arab di palembang dengan pengajar yang bisa memberikan studi kasus,"jenis kelamin : laki-laki provinsi : sumatera selatan kabupaten/kota : palembang interest : bahasa arab bahasa : indonesia kriteria : mengajar bahasa arab dengan pendekatan studi kasus , berpengalaman 5 tahun dalam pengajaran bahasa .",4.1
326,butuh pengajar bahasa portugis di banjarmasin yang berpengalaman dan praktis,"jenis kelamin : perempuan provinsi : kalimantan selatan kabupaten/kota : banjarmasin interest : bahasa portugis bahasa : inggris kriteria : mengajar bahasa portugis dengan fokus praktis , pengalaman 9 tahun sebagai pengajar bahasa .",4.9
327,ingin belajar bahasa belanda di malang dengan pengajar yang memiliki pengalaman luas,"jenis kelamin : laki-laki provinsi : jawa timur kabupaten/kota : malang interest : bahasa belanda bahasa : indonesia kriteria : mengajar bahasa belanda dengan pengalaman 7 tahun , fokus pada budaya dan komunikasi .",4.6
328,saya mencari pengajar bahasa swedia di depok dengan pendekatan praktis dan aplikatif,"jenis kelamin : perempuan provinsi : jawa barat kabupaten/kota : depok interest : bahasa swedia bahasa : indonesia kriteria : mengajar bahasa swedia dengan aplikasi praktis , pengalaman 5 tahun sebagai pengajar bahasa .",4.2
329,mencari pengajar bahasa turki di bekasi yang bisa memberikan banyak contoh praktis,"jenis kelamin : laki-laki provinsi : jawa barat kabupaten/kota : bekasi interest : bahasa turki bahasa : inggris kriteria : mengajar bahasa turki dengan banyak contoh praktis , berpengalaman 8 tahun dalam pengajaran bahasa .",4.7
330,ingin belajar bahasa thailand di solo dengan pengajar yang inspiratif,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : surakarta interest : bahasa thailand bahasa : indonesia kriteria : mengajar bahasa thailand dengan pengalaman 6 tahun , fokus pada motivasi dan pengembangan keterampilan bahasa .",4.5
331,mencari pengajar bahasa vietnam di tangerang yang berpengalaman,"jenis kelamin : laki-laki provinsi : banten kabupaten/kota : tangerang interest : bahasa vietnam bahasa : indonesia kriteria : mengajar bahasa vietnam dengan pengalaman 6 tahun , fokus pada komunikasi dan budaya .",4.3
332,saya ingin memulai startup di bidang fintech yang menyediakan layanan pembayaran digital,"jenis kelamin : laki-laki provinsi : dki jakarta kabupaten/kota : jakarta pusat interest : fintech bahasa : indonesia kriteria : berpengalaman 10 tahun di industri fintech , memiliki keahlian dalam pengembangan produk pembayaran digital .",4.8
333,saya ingin membangun startup di bidang edutech yang menawarkan kursus online untuk anak-anak,"jenis kelamin : perempuan provinsi : jawa barat kabupaten/kota : bandung interest : edutech bahasa : indonesia kriteria : berpengalaman 12 tahun dalam edutech , spesialis dalam pengembangan platform pembelajaran online untuk anak-anak .",4.9
334,saya ingin memulai startup di bidang healthtech yang menyediakan layanan konsultasi medis online,"jenis kelamin : laki-laki provinsi : jawa timur kabupaten/kota : surabaya interest : healthtech bahasa : indonesia kriteria : berpengalaman 8 tahun dalam healthtech , ahli dalam pengembangan aplikasi konsultasi medis .",4.7
335,saya ingin membangun startup di bidang agritech yang menggunakan teknologi untuk meningkatkan hasil pertanian,"jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : agritech bahasa : indonesia kriteria : berpengalaman 5 tahun dalam agritech , fokus pada penggunaan teknologi untuk optimasi hasil pertanian .",4.5
336,saya ingin memulai startup di bidang martech yang menyediakan solusi pemasaran digital untuk ukm,"jenis kelamin : laki-laki provinsi : bali kabupaten/kota : denpasar interest : martech bahasa : inggris kriteria : berpengalaman 15 tahun dalam martech , ahli dalam strategi pemasaran digital dan pengembangan alat pemasaran .",4.9
337,saya ingin membangun startup di bidang e-commerce yang menjual produk lokal secara online,"jenis kelamin : perempuan provinsi : sumatera utara kabupaten/kota : medan interest : e-commerce bahasa : indonesia kriteria : berpengalaman 7 tahun dalam e-commerce , fokus pada pengembangan platform penjualan produk lokal .",4.6
338,saya ingin memulai startup di bidang cleantech yang menawarkan solusi energi terbarukan,"jenis kelamin : laki-laki provinsi : sulawesi selatan kabupaten/kota : makassar interest : cleantech bahasa : indonesia kriteria : berpengalaman 9 tahun dalam cleantech , ahli dalam pengembangan solusi energi terbarukan .",4.8
339,saya ingin membangun startup di bidang proptech yang menyediakan platform untuk jual beli properti,"jenis kelamin : perempuan provinsi : kalimantan timur kabupaten/kota : balikpapan interest : proptech bahasa : indonesia kriteria : berpengalaman 6 tahun dalam proptech , fokus pada pengembangan platform jual beli properti .",4.4
340,saya ingin memulai startup di bidang medtech yang mengembangkan perangkat medis inovatif,"jenis kelamin : laki-laki provinsi : jawa barat kabupaten/kota : bekasi interest : medtech bahasa : inggris kriteria : berpengalaman 10 tahun dalam medtech , ahli dalam pengembangan dan regulasi perangkat medis .",4.9
341,saya ingin membangun startup di bidang foodtech yang menyediakan layanan pengiriman makanan sehat,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : semarang interest : foodtech bahasa : indonesia kriteria : berpengalaman 8 tahun dalam foodtech , fokus pada logistik dan pengembangan menu makanan sehat .",4.7
342,saya ingin memulai startup di bidang insurtech yang menawarkan produk asuransi digital,"jenis kelamin : laki-laki provinsi : sumatera selatan kabupaten/kota : palembang interest : insurtech bahasa : indonesia kriteria : berpengalaman 12 tahun dalam insurtech , ahli dalam pengembangan produk asuransi digital dan manajemen risiko .",4.8
343,saya ingin membangun startup di bidang traveltech yang menawarkan layanan perencanaan perjalanan,"jenis kelamin : perempuan provinsi : kalimantan selatan kabupaten/kota : banjarmasin interest : traveltech bahasa : inggris kriteria : berpengalaman 5 tahun dalam traveltech , fokus pada pengembangan platform perencanaan perjalanan dan manajemen reservasi .",4.5
344,saya ingin memulai startup di bidang fashiontech yang menyediakan platform belanja fashion,"jenis kelamin : laki-laki provinsi : jawa timur kabupaten/kota : malang interest : fashiontech bahasa : indonesia kriteria : berpengalaman 7 tahun dalam fashiontech , fokus pada pengembangan platform belanja online dan pengelolaan stok .",4.6
345,saya ingin membangun startup di bidang biotech yang mengembangkan produk bioteknologi untuk kesehatan,"jenis kelamin : perempuan provinsi : bali kabupaten/kota : denpasar interest : biotech bahasa : inggris kriteria : berpengalaman 12 tahun dalam biotech , ahli dalam penelitian dan pengembangan produk bioteknologi .",4.9
346,saya ingin memulai startup di bidang cybersecurity yang menawarkan solusi keamanan siber untuk perusahaan,"jenis kelamin : laki-laki provinsi : dki jakarta kabupaten/kota : jakarta barat interest : cybersecurity bahasa : indonesia kriteria : berpengalaman 10 tahun dalam cybersecurity , ahli dalam pengembangan solusi keamanan siber dan manajemen risiko .",4.8
347,saya ingin membangun startup di bidang socialtech yang menyediakan platform untuk kegiatan sosial,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : socialtech bahasa : indonesia kriteria : berpengalaman 5 tahun dalam socialtech , fokus pada pengembangan platform untuk kegiatan sosial dan penggalangan dana .",4.4
348,saya ingin memulai startup di bidang gaming yang mengembangkan game edukatif untuk anak-anak,"jenis kelamin : laki-laki provinsi : banten kabupaten/kota : tangerang interest : gaming bahasa : indonesia kriteria : berpengalaman 8 tahun dalam industri game , fokus pada pengembangan game edukatif dan interaktif .",4.7
349,saya ingin memulai startup yang menggunakan ai untuk menganalisis data genetik untuk prediksi penyakit,"jenis kelamin : perempuan provinsi : dki jakarta kabupaten/kota : jakarta selatan interest : ai in genomics bahasa : inggris kriteria : berpengalaman 10 tahun di bidang ai dan genomik , ahli dalam analisis data genetik dan prediksi penyakit .",4.9
350,saya ingin membangun startup yang menggunakan ai untuk optimasi rantai pasokan di industri manufaktur,"jenis kelamin : laki-laki provinsi : jawa barat kabupaten/kota : bandung interest : ai in supply chain bahasa : indonesia kriteria : berpengalaman 8 tahun dalam ai dan optimasi rantai pasokan , fokus pada solusi ai untuk efisiensi manufaktur .",4.7
351,saya ingin memulai startup yang menggunakan ai untuk personalisasi konten pendidikan online,"jenis kelamin : perempuan provinsi : jawa timur kabupaten/kota : surabaya interest : ai in edtech bahasa : indonesia kriteria : berpengalaman 12 tahun dalam edtech dan ai , ahli dalam pengembangan platform pendidikan dengan personalisasi konten .",4.8
352,saya ingin membangun startup yang menggunakan ai untuk deteksi penipuan dalam transaksi keuangan,"jenis kelamin : laki-laki provinsi : bali kabupaten/kota : denpasar interest : ai in fintech bahasa : inggris kriteria : berpengalaman 9 tahun dalam fintech dan ai , fokus pada pengembangan sistem deteksi penipuan menggunakan ai .",4.7
353,saya ingin memulai startup yang menggunakan ai untuk optimasi rute logistik bagi perusahaan transportasi,"jenis kelamin : laki-laki provinsi : jawa barat kabupaten/kota : bekasi interest : ai in logistics bahasa : indonesia kriteria : berpengalaman 11 tahun dalam logistik dan ai , ahli dalam optimasi rute dan manajemen armada menggunakan ai .",4.9
354,saya ingin membangun startup yang menggunakan ai untuk analisis sentimen media sosial bagi brand management,"jenis kelamin : perempuan provinsi : sumatera utara kabupaten/kota : medan interest : ai in marketing bahasa : indonesia kriteria : berpengalaman 7 tahun dalam pemasaran digital dan ai , fokus pada analisis sentimen dan brand management .",4.6
355,saya ingin memulai startup yang menggunakan ai untuk prediksi kegagalan mesin dalam industri manufaktur,"jenis kelamin : laki-laki provinsi : sulawesi selatan kabupaten/kota : makassar interest : ai in predictive maintenance bahasa : indonesia kriteria : berpengalaman 8 tahun dalam predictive maintenance dan ai , ahli dalam analisis data dan prediksi kegagalan mesin .",4.7
356,saya ingin membangun startup yang menggunakan ai untuk rekomendasi produk personalisasi di e-commerce,"jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : ai in e-commerce bahasa : indonesia kriteria : berpengalaman 10 tahun dalam e-commerce dan ai , ahli dalam pengembangan sistem rekomendasi produk personalisasi .",4.8
357,saya ingin memulai startup yang menggunakan ai untuk analisis gambar medis dalam diagnosis penyakit,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : semarang interest : ai in healthcare bahasa : inggris kriteria : berpengalaman 12 tahun dalam healthcare dan ai , ahli dalam analisis gambar medis dan diagnosis penyakit menggunakan ai .",4.9
358,saya ingin membangun startup yang menggunakan ai untuk pengembangan smart city di indonesia,"jenis kelamin : perempuan provinsi : kalimantan timur kabupaten/kota : balikpapan interest : ai in smart city bahasa : indonesia kriteria : berpengalaman 9 tahun dalam pengembangan smart city dan ai , fokus pada solusi ai untuk kota pintar .",4.7
359,saya ingin memulai startup yang menggunakan ai untuk analisis data besar dalam penelitian akademis,"jenis kelamin : laki-laki provinsi : jawa timur kabupaten/kota : malang interest : ai in big data bahasa : indonesia kriteria : berpengalaman 11 tahun dalam big data dan ai , ahli dalam analisis data besar dan penerapannya dalam penelitian akademis .",4.8
360,saya ingin membangun startup yang menggunakan ai untuk prediksi tren pasar di sektor fashion,"jenis kelamin : perempuan provinsi : bali kabupaten/kota : denpasar interest : ai in fashion bahasa : inggris kriteria : berpengalaman 7 tahun dalam industri fashion dan ai , fokus pada prediksi tren pasar dan analisis data fashion .",4.6
361,saya ingin memulai startup yang menggunakan ai untuk deteksi perubahan iklim dan mitigasi dampaknya,"jenis kelamin : laki-laki provinsi : dki jakarta kabupaten/kota : jakarta barat interest : ai in climate science bahasa : indonesia kriteria : berpengalaman 10 tahun dalam ilmu iklim dan ai , ahli dalam deteksi perubahan iklim dan mitigasi dampaknya menggunakan ai .",4.8
362,saya ingin membangun startup yang menggunakan ai untuk analisis perilaku pelanggan di toko ritel,"jenis kelamin : perempuan provinsi : jawa barat kabupaten/kota : depok interest : ai in retail bahasa : indonesia kriteria : berpengalaman 8 tahun dalam ritel dan ai , fokus pada analisis perilaku pelanggan dan personalisasi pengalaman belanja .",4.7
363,saya ingin memulai startup yang menggunakan ai untuk pengembangan asisten virtual yang pintar dan responsif,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : ai in virtual assistants bahasa : indonesia kriteria : berpengalaman 10 tahun dalam pengembangan ai dan asisten virtual , ahli dalam pembuatan sistem responsif dan pintar .",4.8
